Opening: C:\Users\mag11\Desktop\bundles_packages\3.pkg
Chunk Name: aid_fxparticle_pinata_misc_seedplantdirt
Chunk Name: aid_fxemitter_pinata_misc_minemudhit
Chunk Name: aid_model_pinata_avatar_seedhole_mound_default
CaffCount: 9
Chunk Name: pool
Chunk Name: aid_fxrumble_pinata_gateopenclose
Chunk Name: aid_objparams_pinata_actorbody_pincam
Chunk Name: aid_objparams_pinata_actormind_pincam
Chunk Name: aid_objparams_pinata_actormove_pincam_cut
Chunk Name: aid_anim_pinata_avatar_wateringcan_iron_pour
Chunk Name: aid_action_pinata_list_avatarcheckout
Chunk Name: aid_action_pinata_list_uiingameshopplaceitem
Chunk Name: aid_xuiloadlist_pinata_master
Chunk Name: aid_animevents_pinata_avatar_wateringcan_iron_pickup
Chunk Name: aid_callout_pinata_avatar_flowerhead_snapdragon_default
Chunk Name: aid_anim_pinata_avatar_wateringcan_iron_putdown
Chunk Name: aid_animevents_pinata_avatar_wateringcan_iron_stand1
Chunk Name: aid_action_pinata_list_avatarsell
Chunk Name: aid_model_pinata_avatar_flowerhead_snapdragon_default
Chunk Name: aid_action_pinata_abilities_backgroundbackground
Chunk Name: aid_action_pinata_list_avataraccessory
Chunk Name: aid_script_pinata_game_uimastercontroller
Chunk Name: aid_animevents_pinata_avatar_wateringcan_iron_onfloor
Chunk Name: aid_action_pinata_list_avatarbuy
Chunk Name: aid_animevents_pinata_avatar_wateringcan_iron_putdown
Chunk Name: aid_action_pinata_list_startgame
Chunk Name: aid_action_pinata_interface_backgroundbackground
Chunk Name: aid_anim_pinata_avatar_wateringcan_iron_pickup
Chunk Name: aid_objparams_pinata_actor_pincam
Chunk Name: aid_anim_pinata_avatar_wateringcan_iron_stand1
Chunk Name: aid_anim_pinata_avatar_wateringcan_iron_onfloor
Chunk Name: aid_action_pinata_list_avatarselected
Chunk Name: aid_action_pinata_list_avatarcrateunpack
Chunk Name: aid_objparams_pinata_scenecontrol_introvideo_rare
Chunk Name: aid_animevents_pinata_avatar_wateringcan_iron_pouroutof
Chunk Name: aid_animevents_pinata_avatar_wateringcan_iron_pour
Chunk Name: aid_texture_common_particle_genericdust
Chunk Name: aid_objparams_pinata_scenecontrol_ui_master
Chunk Name: aid_objparams_pinata_actormove_pincam_move
Chunk Name: aid_action_pinata_list_uiingameshopsellitems
Chunk Name: aid_action_pinata_list_default
Chunk Name: aid_pip_pinata_startgame_shopnomoney
Chunk Name: aid_fxemitter_pinata_misc_dustpuffsmall
Chunk Name: aid_texture_common_effect_perturbation_waterdroplet
Chunk Name: aid_anim_pinata_avatar_wateringcan_iron_pourinto
Chunk Name: aid_animevents_pinata_avatar_wateringcan_iron_pourinto
Chunk Name: aid_script_pinata_game_newfrontend_introvideo_rare
Chunk Name: aid_action_pinata_list_actoranimalheal
Chunk Name: aid_model_pinata_avatar_wateringcan_iron_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup
Chunk Name: aid_action_pinata_list_avatarcrate
Chunk Name: aid_action_pinata_list_avatardirect
Chunk Name: aid_anim_pinata_avatar_wateringcan_iron_pouroutof
Chunk Name: aid_model_pinata_avatar_spadepart_platinumhandle_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup
Chunk Name: aid_fxemitter_pinata_misc_watersplat
Chunk Name: aid_action_pinata_list_avatartinker
Chunk Name: aid_statetable_pinata_actor_pincam
Chunk Name: aid_fxparticle_pinata_misc_water
Chunk Name: aid_texture_common_effect_perturbation_waterdroplethighlight
Chunk Name: aid_fxemitter_pinata_misc_water
Chunk Name: aid_pip_pinata_startgame_shop
Chunk Name: aid_objparams_pinata_actorstrategy_pincam
Chunk Name: aid_fxparticle_pinata_misc_watersplat
Chunk Name: aid_fxparticle_pinata_misc_dustpuffsmall
CaffCount: 9
Chunk Name: aid_pip_pinata_misc_emergencyquit
Chunk Name: aid_pip_pinata_alert_doctorclinicopen
Chunk Name: aid_pip_pinata_misc_animalhunted
Chunk Name: aid_model_pinata_avatar_projectile_mandrill_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_pip_pinata_misc_romancesweet
Chunk Name: aid_pip_pinata_misc_firstlevelup
Chunk Name: aid_pip_pinata_alert_beggarwatered
Chunk Name: aid_pip_pinata_animalill_overcrowded
Chunk Name: aid_pip_pinata_startgame_packetinfo
Chunk Name: aid_pip_pinata_misc_eggdelivered
Chunk Name: aid_pip_pinata_misc_dastardossmashed
Chunk Name: aid_pip_pinata_animalill_trampled
Chunk Name: aid_pip_pinata_promo_accessorydeal1
Chunk Name: aid_pip_pinata_promo_accessorydeal2
Chunk Name: aid_pip_pinata_promo_accessorydeal3
Chunk Name: aid_pip_pinata_promo_accessorydeal4
Chunk Name: aid_pip_pinata_misc_renameinstruction
Chunk Name: aid_pip_pinata_alert_warningspade
Chunk Name: aid_pip_pinata_startgame_twosparrows
Chunk Name: aid_pip_pinata_startgame_newworkshed
Chunk Name: aid_pip_pinata_animalill_badsweet
Chunk Name: aid_pip_pinata_startgame_seedinfo
Chunk Name: aid_pip_pinata_misc_animaleaten
Chunk Name: aid_pip_pinata_misc_egghatched
Chunk Name: aid_pip_pinata_misc_cratenospace
Chunk Name: aid_pip_pinata_startgame_directprompt
Chunk Name: aid_pip_pinata_startgame_menuinfo
Chunk Name: aid_pip_pinata_alert_doctoroncall
Chunk Name: aid_pip_pinata_startgame_clearground
Chunk Name: aid_pip_pinata_empty
Chunk Name: aid_pip_pinata_misc_animaldepressed
Chunk Name: aid_pip_pinata_alert_dragonborn
Chunk Name: aid_pip_pinata_challenges_dedos_reward
Chunk Name: aid_pip_pinata_alert_produceready
Chunk Name: aid_fxrumble_pinata_objectdestroyedsmall
Chunk Name: aid_pip_pinata_helper_givepresent
Chunk Name: aid_pip_pinata_alert_builderhouseready
Chunk Name: aid_pip_pinata_misc_firsttrampled
Chunk Name: aid_pip_pinata_startgame_targetprompt
Chunk Name: aid_pip_pinata_live_newplayer
Chunk Name: aid_action_pinata_interface_avatarshopkeeper
Chunk Name: aid_pip_pinata_helper_outofwork_miner
Chunk Name: aid_pip_pinata_startgame_wormhouse
Chunk Name: aid_pip_pinata_animalill_poisoned
Chunk Name: aid_pip_pinata_alert_wildcardborn
Chunk Name: aid_pip_pinata_startgame_watermeter
Chunk Name: aid_objparams_pinata_avatar_shopkeeper
Chunk Name: aid_pip_pinata_animalill_null
Chunk Name: aid_pip_pinata_misc_newvisitor
Chunk Name: aid_pip_pinata_startgame_clock
Chunk Name: aid_pip_pinata_startgame_money
Chunk Name: aid_pip_pinata_startgame_spade
Chunk Name: aid_pip_pinata_credits_unlocked
Chunk Name: aid_action_pinata_list_actorhelperselected
Chunk Name: aid_pip_pinata_startgame_mateadvice
Chunk Name: aid_pip_pinata_startgame_directprompt2
Chunk Name: aid_pip_pinata_startgame_directprompt3
Chunk Name: aid_pip_pinata_misc_plantoverwatered
Chunk Name: aid_pip_pinata_live_newplayernonhost
Chunk Name: aid_pip_pinata_award_animal_breed
Chunk Name: aid_pip_pinata_startgame_nightone
Chunk Name: aid_pip_pinata_misc_animalill
Chunk Name: aid_pip_pinata_alert_beggarenoughmoney
Chunk Name: aid_pip_pinata_award_animal_visit
Chunk Name: aid_pip_pinata_startgame_journal
Chunk Name: aid_pip_pinata_misc_pestcocoon
Chunk Name: aid_pip_pinata_award_default
Chunk Name: aid_pip_pinata_alert_toolsallowed
Chunk Name: aid_pip_pinata_startgame_firstalert
Chunk Name: aid_pip_pinata_startgame_journalinfo
Chunk Name: aid_pip_pinata_misc_levelup
Chunk Name: aid_pip_pinata_helper_quittrapped
Chunk Name: aid_action_pinata_list_actorpickedup
Chunk Name: aid_pip_pinata_alert_confiscatespade
Chunk Name: aid_pip_pinata_alert_toolsnotallowed
Chunk Name: aid_pip_pinata_animalill_spade
Chunk Name: aid_pip_pinata_alert_cantsendcrate
Chunk Name: aid_pip_pinata_helper_quitunhappy
Chunk Name: aid_pip_pinata_helper_quit
Chunk Name: aid_pip_pinata_startgame_newseed
Chunk Name: aid_pip_pinata_misc_newvisitor2
Chunk Name: aid_pip_pinata_misc_newvisitor3
Chunk Name: aid_pip_pinata_misc_avatarrotated
Chunk Name: aid_pip_pinata_award_animal_master
Chunk Name: aid_pip_pinata_animalill_fighting
Chunk Name: aid_pip_pinata_misc_produceblocked
Chunk Name: aid_pip_pinata_story_unlockedlast
Chunk Name: aid_pip_pinata_award_plant_grow
Chunk Name: aid_pip_pinata_misc_loggedin
Chunk Name: aid_pip_pinata_award_plant_seed
Chunk Name: aid_pip_pinata_misc_plantdriedout
Chunk Name: aid_pip_pinata_helper_istrapped_weeder
Chunk Name: aid_pip_pinata_helper_istrapped_dedos
Chunk Name: aid_pip_pinata_helper_istrapped_miner
Chunk Name: aid_action_pinata_list_actorsell
Chunk Name: aid_pip_pinata_helper_istrapped_tinker
Chunk Name: aid_action_pinata_list_actordirect
Chunk Name: aid_pip_pinata_misc_spacefreedup
Chunk Name: aid_pip_pinata_misc_cocoonhatched
Chunk Name: aid_pip_pinata_helper_istrapped_doctor
Chunk Name: aid_action_pinata_abilities_avatarshopkeeper
Chunk Name: aid_action_pinata_list_actorstores
Chunk Name: aid_pip_pinata_alert_dedostrapped
Chunk Name: aid_pip_pinata_award_biftree_grow
Chunk Name: aid_pip_pinata_animalill_oldage
Chunk Name: aid_action_pinata_list_avatarstores
Chunk Name: aid_pip_pinata_alert_returnspade
Chunk Name: aid_pip_pinata_animalill_trapped
Chunk Name: aid_pip_pinata_helper_outofwork_weeder
Chunk Name: aid_pip_pinata_test
Chunk Name: aid_pip_pinata_misc_animaldied
Chunk Name: aid_pip_pinata_misc_crateadvice
Chunk Name: aid_pip_pinata_misc_matetrouble
Chunk Name: aid_action_pinata_list_actorbuy
Chunk Name: aid_action_pinata_list_actorcrate
Chunk Name: aid_pip_pinata_story_unlocked
Chunk Name: aid_pip_pinata_alert_builderintro
Chunk Name: aid_action_pinata_list_startgamemenu
Chunk Name: aid_pip_pinata_animalill_created
Chunk Name: aid_pip_pinata_misc_plantstunted
Chunk Name: aid_pip_pinata_animalill_unhappy
Chunk Name: aid_pip_pinata_misc_firstmail
Chunk Name: aid_pip_pinata_misc_firstcocoon
Chunk Name: aid_pip_pinata_live_playerleft
CaffCount: 9
Chunk Name: pool
Chunk Name: aid_action_pinata_abilities_avatarbifplant
Chunk Name: aid_callout_pinata_avatar_biftree_common
Chunk Name: aid_fxparticle_pinata_misc_poisonivygas
Chunk Name: aid_action_pinata_interface_avatarhome
Chunk Name: aid_fxparticle_pinata_misc_plantgrowdust
Chunk Name: aid_fxemitter_pinata_misc_rotgas
Chunk Name: aid_objparams_pinata_avatar_home
Chunk Name: aid_texture_pinata_homes_frog_default
Chunk Name: aid_animevents_pinata_avatar_prop_sweet_givesweet
Chunk Name: aid_model_pinata_avatar_fence_iron_default
Chunk Name: aid_callout_pinata_avatar_home_common
Chunk Name: aid_fxemitter_pinata_misc_poisonivygas
Chunk Name: aid_action_pinata_abilities_avatarlifesweet
Chunk Name: aid_action_pinata_interface_avatarbifplant
Chunk Name: aid_action_pinata_abilities_avatarflowerhead
Chunk Name: aid_model_pinata_avatar_sweet_romance_default
Chunk Name: aid_fxparticle_pinata_misc_rotgas
Chunk Name: aid_anim_pinata_avatar_gate_closeout
Chunk Name: aid_animevents_pinata_avatar_gate_closeout
Chunk Name: aid_model_pinata_avatar_lifesweet_default
Chunk Name: aid_texture_pinata_particle_budleaves
Chunk Name: aid_animevents_pinata_avatar_gate_openin
Chunk Name: aid_texture_pinata_particle_soapbubble
Chunk Name: aid_action_pinata_interface_avatarlifesweet
Chunk Name: aid_action_pinata_abilities_avatarbiftree
Chunk Name: aid_fxemitter_pinata_misc_plantpetals
Chunk Name: aid_texture_pinata_particle_flashwhite
Chunk Name: aid_action_pinata_list_avatarhomeselected
Chunk Name: aid_texture_pinata_particle_twinklieorange
Chunk Name: aid_fxparticle_pinata_misc_plantpetals
Chunk Name: aid_action_pinata_abilities_avatarprojectile
Chunk Name: aid_animtable_pinata_avatar_home
Chunk Name: aid_objparams_pinata_avatar_fence
Chunk Name: aid_anim_pinata_avatar_gate_openin
Chunk Name: aid_action_pinata_interface_avatarfence
Chunk Name: aid_callout_pinata_avatar_bifplant_common
Chunk Name: aid_callout_pinata_avatar_projectile_common
Chunk Name: aid_fxemitter_pinata_misc_carrotmaturedirt
Chunk Name: aid_fxemitter_pinata_misc_carrotmatureland
Chunk Name: aid_fxemitter_pinata_misc_toadstoolgas
Chunk Name: aid_objparams_pinata_avatar_bifplant
Chunk Name: aid_animtable_pinata_avatar_fence
Chunk Name: aid_objparams_pinata_avatar_biftree
Chunk Name: aid_texture_pinata_particle_dirtkickup
Chunk Name: aid_action_pinata_abilities_avatarhome
Chunk Name: aid_fxemitter_pinata_misc_plantgrowdust
Chunk Name: aid_anim_pinata_avatar_prop_sweet_givesweet
Chunk Name: aid_objparams_pinata_avatar_flowerhead
Chunk Name: aid_fxemitter_pinata_misc_veglanddirt
Chunk Name: aid_callout_pinata_avatar_fence_common
Chunk Name: aid_texture_pinata_particle_dasiypetals
Chunk Name: aid_fxparticle_pinata_misc_toadstoolgas
Chunk Name: aid_texture_pinata_particle_fruitrotgasnew
Chunk Name: aid_callout_pinata_avatar_flowerhead_common
Chunk Name: aid_action_pinata_interface_avatarflowerhead
Chunk Name: aid_fxparticle_pinata_misc_veglanddirt
Chunk Name: aid_fxparticle_pinata_misc_producehit
Chunk Name: aid_fxparticle_pinata_misc_producefly
Chunk Name: aid_fxemitter_pinata_impactflash_spadehitanimalflash
Chunk Name: aid_callout_pinata_avatar_home_poisonfrog_default
Chunk Name: aid_animevents_pinata_avatar_gate_closein
Chunk Name: aid_anim_pinata_avatar_gate_openout
Chunk Name: aid_callout_pinata_avatar_home_hydra_default
Chunk Name: aid_callout_pinata_avatar_home_spider_default
Chunk Name: aid_fxemitter_pinata_misc_treeexplodeleaves
Chunk Name: aid_action_pinata_interface_avatarbiftree
Chunk Name: aid_fxemitter_pinata_misc_producehit
Chunk Name: aid_fxemitter_pinata_misc_producefly
Chunk Name: aid_callout_pinata_avatar_fence_irongate_default
Chunk Name: aid_fxparticle_pinata_misc_carrotmaturedirt
Chunk Name: aid_fxparticle_pinata_misc_carrotmatureland
Chunk Name: aid_action_pinata_interface_avatarprojectile
Chunk Name: aid_fxparticle_pinata_misc_treeexplodeleaves
Chunk Name: aid_anim_pinata_avatar_gate_closein
Chunk Name: aid_action_pinata_abilities_avatarfence
Chunk Name: aid_animevents_pinata_avatar_gate_openout
Chunk Name: aid_animtable_pinata_avatar_bifplant
Chunk Name: aid_animtable_pinata_avatar_biftree
CaffCount: 9
Chunk Name: aid_action_pinata_list_avatarfertiliserpilepickedup
Chunk Name: aid_action_pinata_abilities_avatarfertiliserpile
Chunk Name: aid_fxparticle_pinata_misc_sickdeath
Chunk Name: aid_action_pinata_list_avatarfertiliserpile
Chunk Name: aid_action_pinata_interface_avatarfertiliserpile
Chunk Name: aid_texture_pinata_particle_breakpuff
Chunk Name: aid_texture_pinata_particle_sheepfire
Chunk Name: aid_fxrumble_pinata_spadetap
Chunk Name: aid_fxrumble_pinata_spadehit
Chunk Name: aid_texture_pinata_particle_whiteglow
Chunk Name: aid_model_pinata_avatar_fertiliserpile_red_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup
Chunk Name: aid_fxemitter_pinata_misc_breakpuff
Chunk Name: aid_fxrumble_pinata_set_hatchfromeggorcocoon
Chunk Name: aid_texture_pinata_ui_characters_dastardos
Chunk Name: aid_fxparticle_pinata_actor_misc_dustcloud
Chunk Name: aid_fxemitter_pinata_misc_sickdeath
Chunk Name: aid_objparams_pinata_avatar_fertiliserpile
Chunk Name: aid_fxparticle_pinata_impactflash_spadehitanimalflash
Chunk Name: aid_callout_pinata_avatar_sweet_common
Chunk Name: aid_model_pinata_avatar_sweet_happy_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_fxemitter_pinata_misc_sweetsmash
Chunk Name: aid_fxparticle_pinata_misc_breakpuff
Chunk Name: aid_fxrumble_pinata_set_vshortweak
Chunk Name: aid_fxemitter_pinata_actor_misc_dustcloud
Chunk Name: aid_fxparticle_pinata_misc_sweetsmash
Chunk Name: aid_misc_pinata_avatar_squash
Chunk Name: aid_misc_pinata_avatar_wobble
CaffCount: 9
Chunk Name: aid_model_pinata_avatar_spadepart_woodhandle_default
Chunk Name: aid_animtable_pinata_avatar_spadepart
Chunk Name: aid_action_pinata_list_avatarpickedup
Chunk Name: aid_model_pinata_avatar_projectile_bee_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_pip_pinata_confirmation_player_disconnectedmemoryunitingame
Chunk Name: aid_model_pinata_avatar_projectile_bushbaby_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup
Chunk Name: aid_pip_pinata_alert_matingdanceinterruptedanimalremoved
Chunk Name: aid_pip_pinata_confirmation_player_devicehasprofilealready
Chunk Name: aid_action_pinata_interface_avatarjournal
Chunk Name: aid_texture_pinata_avatar_cursor_flash
Chunk Name: aid_action_pinata_list_avatarjournal
Chunk Name: aid_fxemitter_pinata_actor_misc_cursor_selectred
Chunk Name: aid_model_pinata_avatar_spadepart_rustyhead_default
Chunk Name: aid_action_pinata_interface_avatarspadepart
Chunk Name: aid_model_pinata_avatar_spadepart_deathhead_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_pip_pinata_alert_matingdanceinterruptedhouseremoved
Chunk Name: aid_pip_pinata_confirmation_player_disconnectedmemoryunit
Chunk Name: aid_model_pinata_avatar_seed_tulip_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_texture_madeup(2)
Chunk Name: aid_fxparticle_pinata_actor_misc_cursor_selectred
Chunk Name: aid_action_pinata_list_avatarspade
Chunk Name: aid_action_pinata_abilities_avatarspadepart
Chunk Name: aid_pip_pinata_alert_tinker_cantreachpickeduptinkeravatar
Chunk Name: aid_objparams_pinata_avatar_spadepart
Chunk Name: aid_action_pinata_abilities_avatarjournal
CaffCount: 9
Chunk Name: pool
Chunk Name: aid_animevents_pinata_avatar_spade_multioutof
Chunk Name: aid_callout_pinata_avatar_wateringcan_common
Chunk Name: aid_texture_pinata_particle_discardconfetti
Chunk Name: aid_model_pinata_avatar_spade_stripped_default
Chunk Name: aid_fxrumble_pinata_wateringcan
Chunk Name: aid_anim_pinata_avatar_spade_whack
Chunk Name: aid_anim_pinata_avatar_spade_stand
Chunk Name: aid_objparams_pinata_avatar_wateringcan
Chunk Name: aid_action_pinata_interface_avatarwateringcan
Chunk Name: aid_texture_pinata_particle_grassblades
Chunk Name: aid_animevents_pinata_avatar_spade_multihitfloor1
Chunk Name: aid_fxparticle_pinata_misc_earthdustsmash
Chunk Name: aid_anim_pinata_avatar_spade_whackinto
Chunk Name: aid_anim_pinata_avatar_spade_whackaday
Chunk Name: aid_anim_pinata_avatar_spade_whackloop
Chunk Name: aid_animevents_pinata_avatar_spade_spankground
Chunk Name: aid_fxrumble_pinata_set_medmed
Chunk Name: aid_texture_pinata_particle_puddle
Chunk Name: aid_anim_pinata_avatar_spade_tap
Chunk Name: aid_anim_pinata_avatar_spade_multioutof
Chunk Name: aid_anim_pinata_avatar_spade_choplast
Chunk Name: aid_fxrumble_pinata_set_medweak
Chunk Name: aid_anim_pinata_avatar_spade_multiinto
Chunk Name: aid_animevents_pinata_avatar_spade_multiscythe1
Chunk Name: aid_objparams_pinata_avatar_spade
Chunk Name: aid_action_pinata_interface_avatarspade
Chunk Name: aid_fxrumble_pinata_set_shortmed
Chunk Name: aid_fxparticle_pinata_misc_discardtool
Chunk Name: aid_animevents_pinata_avatar_spade_scythe
Chunk Name: aid_animevents_pinata_avatar_spade_fill
Chunk Name: aid_fxemitter_pinata_misc_discardtool
Chunk Name: aid_anim_pinata_avatar_spade_multiscythe1
Chunk Name: aid_action_pinata_abilities_avatarwateringcan
Chunk Name: aid_animevents_pinata_avatar_spade_digpond
Chunk Name: aid_animevents_pinata_avatar_spade_digseed
Chunk Name: aid_animtable_pinata_avatar_spade
Chunk Name: aid_anim_pinata_avatar_spade_whackoutof
Chunk Name: aid_action_pinata_list_avatarwateringcan
Chunk Name: aid_fxrumble_pinata_scythegrass
Chunk Name: aid_anim_pinata_avatar_spade_scythe
Chunk Name: aid_anim_pinata_avatar_spade_digseed
Chunk Name: aid_anim_pinata_avatar_spade_digpond
Chunk Name: aid_animevents_pinata_avatar_spade_stand
Chunk Name: aid_animevents_pinata_avatar_spade_whack
Chunk Name: aid_animevents_pinata_avatar_spade_whackinto
Chunk Name: aid_animevents_pinata_avatar_spade_whackaday
Chunk Name: aid_animevents_pinata_avatar_spade_whackloop
Chunk Name: aid_callout_pinata_avatar_spade_common
Chunk Name: aid_anim_pinata_avatar_spade_multihitfloor1
Chunk Name: aid_fxparticle_pinata_misc_grassdigup
Chunk Name: aid_fxemitter_pinata_misc_earthfillbig
Chunk Name: aid_anim_pinata_avatar_spade_chop
Chunk Name: aid_anim_pinata_avatar_spade_fill
Chunk Name: aid_fxemitter_pinata_misc_earthdustsmash
Chunk Name: aid_animevents_pinata_avatar_spade_tap
Chunk Name: aid_animevents_pinata_avatar_spade_multiinto
Chunk Name: aid_animtable_pinata_avatar_wateringcan
Chunk Name: aid_action_pinata_abilities_avatarspade
Chunk Name: aid_animevents_pinata_avatar_spade_whackoutof
Chunk Name: aid_anim_pinata_avatar_spade_spankground
Chunk Name: aid_fxemitter_pinata_misc_grassdigup
Chunk Name: aid_fxparticle_pinata_misc_earthfillbig
CaffCount: 9
Caff 0
Size(bytes): 145955
Offset(h): 2048
.DATA chunk count: 40
.GPU chunk count: 10
0 offset(h): 120
0 size(bytes) - Compressed: 1232 -> Uncompressed: 3412
1 offset(h): 3400
1 size(bytes) - Compressed: 1216 -> Uncompressed: 3244
2 size(bytes) - Compressed: 9882 -> Uncompressed: 37936
3 size(bytes) - Compressed: 133505 -> Uncompressed: 450560
Opening: C:\Users\mag11\Desktop\bundles_packages\3.pkg
Chunk Name: aid_pip_pinata_misc_emergencyquit
Chunk Name: aid_pip_pinata_alert_doctorclinicopen
Chunk Name: aid_pip_pinata_misc_animalhunted
Chunk Name: aid_model_pinata_avatar_projectile_mandrill_default
Chunk Name: aid_texture_madeup
Chunk Name: aid_texture_madeup(1)
Chunk Name: aid_pip_pinata_misc_romancesweet
Chunk Name: aid_pip_pinata_misc_firstlevelup
Chunk Name: aid_pip_pinata_alert_beggarwatered
Chunk Name: aid_pip_pinata_animalill_overcrowded
Chunk Name: aid_pip_pinata_startgame_packetinfo
Chunk Name: aid_pip_pinata_misc_eggdelivered
Chunk Name: aid_pip_pinata_misc_dastardossmashed
Chunk Name: aid_pip_pinata_animalill_trampled
Chunk Name: aid_pip_pinata_promo_accessorydeal1
Chunk Name: aid_pip_pinata_promo_accessorydeal2
Chunk Name: aid_pip_pinata_promo_accessorydeal3
Chunk Name: aid_pip_pinata_promo_accessorydeal4
Chunk Name: aid_pip_pinata_misc_renameinstruction
Chunk Name: aid_pip_pinata_alert_warningspade
Chunk Name: aid_pip_pinata_startgame_twosparrows
Chunk Name: aid_pip_pinata_startgame_newworkshed
Chunk Name: aid_pip_pinata_animalill_badsweet
Chunk Name: aid_pip_pinata_startgame_seedinfo
Chunk Name: aid_pip_pinata_misc_animaleaten
Chunk Name: aid_pip_pinata_misc_egghatched
Chunk Name: aid_pip_pinata_misc_cratenospace
Chunk Name: aid_pip_pinata_startgame_directprompt
Chunk Name: aid_pip_pinata_startgame_menuinfo
Chunk Name: aid_pip_pinata_alert_doctoroncall
Chunk Name: aid_pip_pinata_startgame_clearground
Chunk Name: aid_pip_pinata_empty
Chunk Name: aid_pip_pinata_misc_animaldepressed
Chunk Name: aid_pip_pinata_alert_dragonborn
Chunk Name: aid_pip_pinata_challenges_dedos_reward
Chunk Name: aid_pip_pinata_alert_produceready
Chunk Name: aid_fxrumble_pinata_objectdestroyedsmall
Chunk Name: aid_pip_pinata_helper_givepresent
Chunk Name: aid_pip_pinata_alert_builderhouseready
Chunk Name: aid_pip_pinata_misc_firsttrampled
Chunk Name: aid_pip_pinata_startgame_targetprompt
Chunk Name: aid_pip_pinata_live_newplayer
Chunk Name: aid_action_pinata_interface_avatarshopkeeper
Chunk Name: aid_pip_pinata_helper_outofwork_miner
Chunk Name: aid_pip_pinata_startgame_wormhouse
Chunk Name: aid_pip_pinata_animalill_poisoned
Chunk Name: aid_pip_pinata_alert_wildcardborn
Chunk Name: aid_pip_pinata_startgame_watermeter
Chunk Name: aid_objparams_pinata_avatar_shopkeeper
Chunk Name: aid_pip_pinata_animalill_null
Chunk Name: aid_pip_pinata_misc_newvisitor
Chunk Name: aid_pip_pinata_startgame_clock
Chunk Name: aid_pip_pinata_startgame_money
Chunk Name: aid_pip_pinata_startgame_spade
Chunk Name: aid_pip_pinata_credits_unlocked
Chunk Name: aid_action_pinata_list_actorhelperselected
Chunk Name: aid_pip_pinata_startgame_mateadvice
Chunk Name: aid_pip_pinata_startgame_directprompt2
Chunk Name: aid_pip_pinata_startgame_directprompt3
Chunk Name: aid_pip_pinata_misc_plantoverwatered
Chunk Name: aid_pip_pinata_live_newplayernonhost
Chunk Name: aid_pip_pinata_award_animal_breed
Chunk Name: aid_pip_pinata_startgame_nightone
Chunk Name: aid_pip_pinata_misc_animalill
Chunk Name: aid_pip_pinata_alert_beggarenoughmoney
Chunk Name: aid_pip_pinata_award_animal_visit
Chunk Name: aid_pip_pinata_startgame_journal
Chunk Name: aid_pip_pinata_misc_pestcocoon
Chunk Name: aid_pip_pinata_award_default
Chunk Name: aid_pip_pinata_alert_toolsallowed
Chunk Name: aid_pip_pinata_startgame_firstalert
Chunk Name: aid_pip_pinata_startgame_journalinfo
Chunk Name: aid_pip_pinata_misc_levelup
Chunk Name: aid_pip_pinata_helper_quittrapped
Chunk Name: aid_action_pinata_list_actorpickedup
Chunk Name: aid_pip_pinata_alert_confiscatespade
Chunk Name: aid_pip_pinata_alert_toolsnotallowed
Chunk Name: aid_pip_pinata_animalill_spade
Chunk Name: aid_pip_pinata_alert_cantsendcrate
Chunk Name: aid_pip_pinata_helper_quitunhappy
Chunk Name: aid_pip_pinata_helper_quit
Chunk Name: aid_pip_pinata_startgame_newseed
Chunk Name: aid_pip_pinata_misc_newvisitor2
Chunk Name: aid_pip_pinata_misc_newvisitor3
Chunk Name: aid_pip_pinata_misc_avatarrotated
Chunk Name: aid_pip_pinata_award_animal_master
Chunk Name: aid_pip_pinata_animalill_fighting
Chunk Name: aid_pip_pinata_misc_produceblocked
Chunk Name: aid_pip_pinata_story_unlockedlast
Chunk Name: aid_pip_pinata_award_plant_grow
Chunk Name: aid_pip_pinata_misc_loggedin
Chunk Name: aid_pip_pinata_award_plant_seed
Chunk Name: aid_pip_pinata_misc_plantdriedout
Chunk Name: aid_pip_pinata_helper_istrapped_weeder
Chunk Name: aid_pip_pinata_helper_istrapped_dedos
Chunk Name: aid_pip_pinata_helper_istrapped_miner
Chunk Name: aid_action_pinata_list_actorsell
Chunk Name: aid_pip_pinata_helper_istrapped_tinker
Chunk Name: aid_action_pinata_list_actordirect
Chunk Name: aid_pip_pinata_misc_spacefreedup
Chunk Name: aid_pip_pinata_misc_cocoonhatched
Chunk Name: aid_pip_pinata_helper_istrapped_doctor
Chunk Name: aid_action_pinata_abilities_avatarshopkeeper
